age,age_squared,fnlwgt,educational-num,hours-per-week,capital-gain,capital-loss,log_capital_gain,log_capital_loss,log_capital_net,has_capital_gain,has_capital_loss,has_any_capital,is_prime_age,is_young,is_senior,has_advanced_degree,has_college,hs_or_less,works_overtime,works_extreme,is_part_time,is_professional,is_private,is_self_employed,is_government,is_married,never_married,is_male,is_white,is_usa,age_education_interaction,hours_education_interaction,age_hours_interaction,education_capital_interaction,work_intensity,capital_per_hour,education_age_ratio,hours_age_ratio,capital_net,workclass_encoded,education_encoded,marital-status_encoded,occupation_encoded,relationship_encoded,race_encoded,gender_encoded,native-country_encoded,age_bucket_encoded,hours_category_encoded,education_category_encoded,target
21,441,366929,9,38,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,189,342,798,0.0,0.798,0.0,0.4090909090909091,1.7272727272727273,0,2,11,2,11,5,4,0,37,1,2,2,0
79,6241,100881,12,2,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,948,24,158,0.0,0.158,0.0,0.15,0.025,0,2,7,2,9,5,4,0,37,5,4,2,1
29,841,205903,9,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,261,360,1160,0.0,1.16,0.0,0.3,1.3333333333333333,0,2,11,4,7,3,4,1,37,1,2,2,0
39,1521,226947,4,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,156,160,1560,0.0,1.56,0.0,0.1,1.0,0,2,5,5,7,2,4,1,7,2,2,1,0
26,676,180886,14,30,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,364,420,780,0.0,0.78,0.0,0.5185185185185185,1.1111111111111112,0,5,12,2,9,0,4,1,37,1,4,0,0
34,1156,169583,14,50,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,476,700,1700,0.0,1.7,0.0,0.4,1.4285714285714286,0,2,12,4,3,1,4,0,37,2,3,0,0
26,676,224563,13,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,338,520,1040,0.0,1.04,0.0,0.48148148148148145,1.4814814814814814,0,2,9,4,0,1,4,1,37,1,2,0,0
41,1681,192589,13,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,533,520,1640,0.0,1.64,0.0,0.30952380952380953,0.9523809523809523,0,0,9,2,0,0,4,1,37,3,2,0,0
28,784,113839,10,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,280,400,1120,0.0,1.12,0.0,0.3448275862068966,1.3793103448275863,0,2,15,2,11,0,4,1,37,1,2,2,0
29,841,94892,10,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,290,400,1160,0.0,1.16,0.0,0.3333333333333333,1.3333333333333333,0,2,15,2,9,0,4,1,37,1,2,2,0
47,2209,39530,9,4,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,423,36,188,0.0,0.188,0.0,0.1875,0.08333333333333333,0,2,11,0,7,1,4,0,37,3,4,2,0
37,1369,206951,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,333,360,1480,0.0,1.48,0.0,0.23684210526315788,1.0526315789473684,0,2,11,2,2,0,4,1,37,2,2,2,0
27,729,30237,9,45,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,243,405,1215,0.0,1.215,0.0,0.32142857142857145,1.6071428571428572,0,2,11,2,11,5,4,0,37,1,3,2,0
21,441,95918,10,43,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,210,430,903,0.0,0.903,0.0,0.45454545454545453,1.9545454545454546,0,2,15,4,0,3,4,1,10,1,3,2,0
33,1089,206280,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,297,360,1320,0.0,1.32,0.0,0.2647058823529412,1.1764705882352942,0,2,11,4,0,1,2,1,37,2,2,2,0
25,625,109609,10,25,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,250,250,625,0.0,0.625,0.0,0.38461538461538464,0.9615384615384616,0,2,15,4,7,1,4,1,37,1,4,2,0
51,2601,280093,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,459,360,2040,0.0,2.04,0.0,0.17307692307692307,0.7692307692307693,0,2,11,5,0,2,4,0,37,4,2,2,0
27,729,331046,13,45,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,351,585,1215,0.0,1.215,0.0,0.4642857142857143,1.6071428571428572,0,1,9,4,9,1,4,0,37,1,3,0,0
38,1444,255191,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,342,360,1520,0.0,1.52,0.0,0.23076923076923078,1.0256410256410255,0,5,11,4,7,1,4,1,37,2,2,2,0
47,2209,174533,10,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,470,400,1880,0.0,1.88,0.0,0.20833333333333334,0.8333333333333334,0,4,15,2,2,0,4,1,37,3,2,2,0
49,2401,169711,11,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,539,440,1960,0.0,1.96,0.0,0.22,0.8,0,2,8,2,9,0,4,1,10,3,2,2,1
19,361,250249,10,10,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,190,100,190,0.0,0.19,0.0,0.5,0.5,0,2,15,4,0,3,4,0,37,0,4,2,0
22,484,202416,13,40,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,286,520,880,0.0,0.88,0.0,0.5652173913043478,1.7391304347826086,0,2,9,4,0,3,4,0,37,1,2,0,0
68,4624,148874,5,44,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,340,220,2992,0.0,2.992,0.0,0.07246376811594203,0.6376811594202898,0,2,6,2,2,0,2,1,37,5,3,1,0
29,841,423158,10,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,290,400,1160,0.0,1.16,0.0,0.3333333333333333,1.3333333333333333,0,2,15,4,12,1,4,0,37,1,2,2,0
43,1849,183096,10,10,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,430,100,430,0.0,0.43,0.0,0.22727272727272727,0.22727272727272727,0,2,15,5,11,4,4,0,37,3,4,2,0
19,361,73257,7,15,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,133,105,285,0.0,0.285,0.0,0.35,0.75,0,2,1,4,7,3,4,0,10,0,4,1,0
46,2116,198759,13,50,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,598,650,2300,0.0,2.3,0.0,0.2765957446808511,1.0638297872340425,0,4,9,2,11,0,4,1,37,3,3,0,1
43,1849,88787,10,45,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,430,450,1935,0.0,1.935,0.0,0.22727272727272727,1.0227272727272727,0,2,15,2,3,0,4,1,37,3,3,2,1
45,2025,187272,9,45,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,405,405,2025,0.0,2.025,0.0,0.1956521739130435,0.9782608695652174,0,4,11,2,2,0,1,1,33,3,3,2,0
23,529,243190,10,20,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,230,200,460,0.0,0.46,0.0,0.4166666666666667,0.8333333333333334,0,2,15,4,9,3,1,1,2,1,4,2,0
