age,age_squared,fnlwgt,educational-num,hours-per-week,capital-gain,capital-loss,log_capital_gain,log_capital_loss,log_capital_net,has_capital_gain,has_capital_loss,has_any_capital,is_prime_age,is_young,is_senior,has_advanced_degree,has_college,hs_or_less,works_overtime,works_extreme,is_part_time,is_professional,is_private,is_self_employed,is_government,is_married,never_married,is_male,is_white,is_usa,age_education_interaction,hours_education_interaction,age_hours_interaction,education_capital_interaction,work_intensity,capital_per_hour,education_age_ratio,hours_age_ratio,capital_net,workclass_encoded,education_encoded,marital-status_encoded,occupation_encoded,relationship_encoded,race_encoded,gender_encoded,native-country_encoded,age_bucket_encoded,hours_category_encoded,education_category_encoded,target
20,400,132139,6,30,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,120,180,600,0.0,0.6,0.0,0.2857142857142857,1.4285714285714286,0,2,0,4,5,3,4,1,37,0,4,1,0
45,2025,43479,10,48,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,450,480,2160,0.0,2.16,0.0,0.21739130434782608,1.0434782608695652,0,2,15,2,13,0,4,1,37,3,3,2,0
78,6084,292019,4,20,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,312,80,1560,0.0,1.56,0.0,0.05063291139240506,0.25316455696202533,0,2,5,2,9,0,4,1,37,5,4,1,0
69,4761,541737,10,24,2050,0,7.62608275807238,0.0,7.62608275807238,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,690,240,1656,76.2608275807238,1.656,82.0,0.14285714285714285,0.34285714285714286,2050,2,15,6,0,1,4,0,37,5,4,2,0
27,729,190330,11,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,297,440,1080,0.0,1.08,0.0,0.39285714285714285,1.4285714285714286,0,1,8,4,3,3,4,0,37,1,2,2,0
53,2809,107096,13,50,0,1669,0.0,7.4205789054108005,7.4205789054108005,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,689,650,2650,0.0,2.65,-32.72549019607843,0.24074074074074073,0.9259259259259259,-1669,2,9,4,11,4,4,1,37,4,3,0,0
17,289,308901,7,15,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,119,105,255,0.0,0.255,0.0,0.3888888888888889,0.8333333333333334,0,1,1,4,0,3,4,0,37,0,4,1,0
57,3249,244605,10,50,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,570,500,2850,0.0,2.85,0.0,0.1724137931034483,0.8620689655172413,0,3,15,2,11,0,4,1,37,4,3,2,1
46,2116,119890,11,30,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,506,330,1380,0.0,1.38,0.0,0.23404255319148937,0.6382978723404256,0,0,8,5,12,1,3,0,37,3,4,2,0
43,1849,190786,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,387,360,1720,0.0,1.72,0.0,0.20454545454545456,0.9090909090909091,0,2,11,2,7,0,4,1,37,3,2,2,1
50,2500,176924,6,38,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,300,228,1900,0.0,1.9,0.0,0.11764705882352941,0.7450980392156863,0,2,0,2,2,0,4,1,37,3,2,1,0
32,1024,249550,10,44,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,320,440,1408,0.0,1.408,0.0,0.30303030303030304,1.3333333333333333,0,2,15,4,9,1,4,1,37,2,3,2,0
54,2916,176681,9,20,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,486,180,1080,0.0,1.08,0.0,0.16363636363636364,0.36363636363636365,0,2,11,2,0,0,2,1,37,4,4,2,0
40,1600,105936,13,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,520,520,1600,0.0,1.6,0.0,0.3170731707317073,0.975609756097561,0,2,9,0,9,1,4,0,37,2,2,0,0
40,1600,282678,14,20,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,560,280,800,0.0,0.8,0.0,0.34146341463414637,0.4878048780487805,0,4,12,5,3,4,4,0,37,2,4,0,0
42,1764,165599,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,378,360,1680,0.0,1.68,0.0,0.20930232558139536,0.9302325581395349,0,2,11,2,5,0,4,1,37,3,2,2,1
50,2500,160107,14,55,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,700,770,2750,0.0,2.75,0.0,0.27450980392156865,1.0784313725490196,0,3,12,2,9,0,4,1,37,3,1,0,1
59,3481,245196,6,40,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,354,240,2360,0.0,2.36,0.0,0.1,0.6666666666666666,0,2,0,2,13,0,2,1,37,4,2,1,1
61,3721,243019,1,40,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,61,40,2440,0.0,2.44,0.0,0.016129032258064516,0.6451612903225806,0,4,13,2,2,0,4,1,37,5,2,1,0
37,1369,216473,6,30,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,222,180,1110,0.0,1.11,0.0,0.15789473684210525,0.7894736842105263,0,4,0,2,2,0,4,1,37,2,4,1,0
28,784,214881,9,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,252,360,1120,0.0,1.12,0.0,0.3103448275862069,1.3793103448275863,0,1,11,2,2,0,4,1,37,1,2,2,0
49,2401,148475,11,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,539,440,1960,0.0,1.96,0.0,0.22,0.8,0,2,8,0,12,4,4,0,37,3,2,2,0
26,676,181666,9,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,234,360,1040,0.0,1.04,0.0,0.3333333333333333,1.4814814814814814,0,2,11,4,5,3,4,0,37,1,2,2,0
24,576,230229,3,40,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,72,120,960,0.0,0.96,0.0,0.12,1.6,0,2,4,4,6,2,4,1,24,1,2,1,0
50,2500,299215,9,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,450,360,2000,0.0,2.0,0.0,0.17647058823529413,0.7843137254901961,0,2,11,2,0,0,2,1,37,3,2,2,0
50,2500,151580,12,45,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,600,540,2250,0.0,2.25,0.0,0.23529411764705882,0.8823529411764706,0,2,7,2,2,0,4,1,37,3,3,2,0
28,784,162501,9,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,252,360,1120,0.0,1.12,0.0,0.3103448275862069,1.3793103448275863,0,2,11,4,0,3,4,1,37,1,2,2,0
32,1024,324386,13,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,416,520,1280,0.0,1.28,0.0,0.3939393939393939,1.2121212121212122,0,2,9,4,9,3,4,1,37,2,2,0,0
41,1681,363591,11,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,451,440,1640,0.0,1.64,0.0,0.2619047619047619,0.9523809523809523,0,5,8,2,3,0,4,1,37,3,2,2,0
49,2401,121238,10,40,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,490,400,1960,0.0,1.96,0.0,0.2,0.8,0,4,15,4,2,4,4,1,37,3,2,2,0
24,576,420779,9,35,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,216,315,840,0.0,0.84,0.0,0.36,1.4,0,2,11,2,4,0,2,1,37,1,2,2,0
27,729,294642,9,40,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,243,360,1080,0.0,1.08,0.0,0.32142857142857145,1.4285714285714286,0,2,11,5,9,4,2,0,37,1,2,2,0
22,484,112693,9,35,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,198,315,770,0.0,0.77,0.0,0.391304347826087,1.5217391304347827,0,2,11,2,2,0,4,1,37,1,2,2,0
58,3364,218724,4,50,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,232,200,2900,0.0,2.9,0.0,0.06779661016949153,0.847457627118644,0,2,5,2,4,0,4,1,37,4,3,1,0
68,4624,353524,4,60,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,272,240,4080,0.0,4.08,0.0,0.057971014492753624,0.8695652173913043,0,2,5,2,9,0,4,1,37,5,1,1,0
